coffee_id,Country_of_Origin,Farm_Name,Lot_Number,Mill,ICO_Number,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Grading_Date,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Expiration,Certification_Body,Certification_Address,Certification_Contact,parsed_expiration,parsed_grading_date
#647123,Guatemala,san francisco cotzal,11/441/50,"inmobiliaria e inversiones dos mil, s.a.",11/441/50,"inmobiliaria e inversiones dos mil, s.a.",1600,quiche,san francisco cotzal,275,69 kg,Asociacion Nacional Del Café,2021 / 2022,June 22 2022,Angelica Paola Citan Lopez,Caturra,Completed,Washed / Wet,7.83,7.92,7.75,8,7.75,7.75,10,10,10,7.92,0,84.92,0.11699999999999999,Green,0,1,3,June 22 2023,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,2023-06-22,2022-06-22
#927000,Guatemala,San jose del lago,11/15/95,San jose del lago,11/15/95,"Peter Schoenfeld, S.A.",1600,Atitlán,"Cafetalera Paquim, S.A.",35,30 kg,Asociacion Nacional Del Café,2022 / 2023,April 17 2023,Yesica Alejandra Martìnez Vàsquez,Bourbon,Completed,Washed / Wet,7.58,7.83,7.58,7.75,7.67,7.75,10,10,10,7.75,0,83.92,0.1,Green,0,2,1,April 16 2024,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,2024-04-16,2023-04-17
#902618,Guatemala,varias fincas,11/15/51,El Trèbol/Lìnea Gourmet,11/15/51,"Peter Schoenfeld, S.A.",1550,Oriente Santa rosa,varios productores,430,30 kg,Asociacion Nacional Del Café,2022 / 2023,March 22 2023,Yesica Alejandra Martìnez Vàsquez,Caturra,Completed,Washed / Wet,7.67,7.83,7.67,7.83,7.75,7.67,10,10,10,7.67,0,84.08,0.11,Green,0,2,1,March 21 2024,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,2024-03-21,2023-03-22
#781706,Guatemala,San jose del lago,11/15/96,San jose del lago,11/15/96,"Peter Schoenfeld, S.A.",1600,Atitlán,"Cafetalera Paquim, S.A.",55,30 kg,Asociacion Nacional Del Café,2022 / 2023,April 17 2023,Yesica Alejandra Martìnez Vàsquez,Typica,Completed,Washed / Wet,7.58,7.92,7.67,7.75,7.83,7.75,10,10,10,7.75,0,84.25,0.1,Green,0,1,0,April 16 2024,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,2024-04-16,2023-04-17
#237025,Guatemala,Finca Alta Luz,11-63-657,,11-63-657,"Retrillas del pacifico, s.a.",1350,Huehuetenango,Maria de los Angeles Perez,600,30 kg,Asociacion Nacional Del Café,2022 / 2023,April 26 2023,Yesica Alejandra Martìnez Vàsquez,Bourbon,Completed,Washed / Wet,7.67,7.83,7.75,7.75,7.83,7.75,10,10,10,7.75,0,84.33,0.092,Green,0,5,1,April 25 2024,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,2024-04-25,2023-04-26
#932904,Guatemala,varias fincas,11/15/59,El Trebol/Linea Gourmet,11/15/59,"Peter Schoenfeld, S.A.",1550,Sierra de las minas,varios productores,200,30 kg,Asociacion Nacional Del Café,2022 / 2023,March 22 2023,Yesica Alejandra Martìnez Vàsquez,Caturra,Completed,Washed / Wet,7.67,7.92,7.67,7.75,7.67,7.58,10,10,10,7.75,0,84,0.11,Green,0,2,2,March 21 2024,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,2024-03-21,2023-03-22
#614786,Guatemala,PEÑA BLANCA,11/951/279,BENEFICIO LAS AMERICAS,11/951/279,"OLAM AGRO GUATEMALA, S.A.",1432,Santa Rosa,PABLO CHUY,632,30 kg,Asociacion Nacional Del Café,2022 / 2023,February 23 2023,Yesica Alejandra Martìnez Vàsquez,Catuai,Completed,Washed / Wet,7.67,8,7.75,7.92,8,7.83,10,10,10,7.83,0,85,0.113,Green,0,4,0,February 23 2024,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,2024-02-23,2023-02-23
#975481,Guatemala,Varias Fincas,11/15/117,Varios Beneficios,11/15/117,"Peter Schoenfeld, S.A.",1600,Huehuetenango,Varios Productores,600,30 kg,Asociacion Nacional Del Café,2022 / 2023,April 28 2023,Yesica Alejandra Martìnez Vàsquez,Caturra,Completed,Washed / Wet,7.67,8,7.67,7.83,7.92,7.67,10,10,10,7.92,0,84.67,0.106,Green,0,1,0,April 27 2024,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,2024-04-27,2023-04-28
#938229,Guatemala,varias fincas,11/15/118,Beneficio Pastores,11/15/118,"Peter Schoenfeld, S.A.",1600,Antigua,Varios productores,600,30 kg,Asociacion Nacional Del Café,2022 / 2023,April 17 2023,Yesica Alejandra Martìnez Vàsquez,Caturra,Completed,Washed / Wet,7.67,8.08,7.67,8,7.92,7.83,10,10,10,7.83,0,85,0.099,Green,0,1,1,April 16 2024,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,2024-04-16,2023-04-17
#797284,Guatemala,Fina las Rosas,11/63/459,,11/63/459,"Retrillas del pacifico, s.a.",1500,Huehuetenango,Rolando Belarmino Villatoro Villatoro,275,69 kg,Asociacion Nacional Del Café,2022 / 2023,May 15 2023,Yesica Alejandra Martìnez Vàsquez,Bourbon,Completed,Washed / Wet,7.67,7.92,7.67,7.75,7.75,7.75,10,10,10,7.75,0,84.25,0.107,Green,0,3,1,May 14 2024,Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,2024-05-14,2023-05-15
#300191,Brazil,Fazenda Recreio,Arara 1,Dry mill,,"WIT wealth, investments & trust",1250,Região Vulcânica,Diogo T. Dias de Macedo,25,60 kg,Brazil Specialty Coffee Association,2022,January 6 2023,Andre Clark,,Completed,Pulped natural / honey,7.83,8.08,7.83,7.92,8,7.83,10,10,10,8,0,85.5,0.113,Green,2,3,0,January 6 2024,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705,2024-01-06,2023-01-06
#914711,Brazil,Fazenda Conquista e Capoeirinha,004/22,Dry mill,,Ipanema Coffees,950,Sul de Minas,Ipanema Agrícola SA,960,60 kg,Brazil Specialty Coffee Association,2022 / 2023,February 13 2023,Ipanema Coffees,Mundo Novo,Completed,Natural / Dry,7.58,7.5,7.5,7.83,7.67,7.5,10,10,10,7.67,0,83.25,0.11599999999999999,Green,0,4,0,February 13 2024,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705,2024-02-13,2023-02-13
#319783,Brazil,Fazenda Conquista,019/22,Dry Mill,,Ipanema Coffees,950,Sul de Minas,Ipanema Coffees,2240,60 kg,Brazil Specialty Coffee Association,2022 / 2023,February 2 2023,Ipanema Coffees,Mundo Novo,Completed,Natural / Dry,7.17,7.17,6.92,7.17,7.42,7.17,10,10,10,7.08,0,80.08,0.114,Green,0,4,0,February 2 2024,Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",Chris Allen - 55 35 3212-4705,2024-02-02,2023-02-02
#421693,Honduras,Bethel,197,CADEXSA,13-63-118,CADEXSA,1450,los planes de santa maria la paz,Omar Acosta,325,69 kg,Instituto Hondureño del Café,2022 / 2023,April 25 2023,CADEXSA,Catuai,Completed,Washed / Wet,7.67,7.58,7.33,7.5,7.58,7.5,10,10,10,7.5,0,82.67,0.096,Green,0,2,0,April 24 2024,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,2024-04-24,2023-04-25
#102399,Honduras,Bethel,198,CADEXSA,13-63-119,CADEXSA,1450,"Los Planes de Santa Maria, La Paz",Omar Acosta,325,69 kg,Instituto Hondureño del Café,2022 / 2023,April 25 2023,CADEXSA,Catuai,Completed,Washed / Wet,7.75,7.58,7.58,7.58,7.58,7.5,10,10,10,7.5,0,83.08,0.096,Green,0,2,0,April 24 2024,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,2024-04-24,2023-04-25
#915144,Honduras,Varias,273,Beneficio Seco Comsa,13-167-181,Cafe Organico Marcala S.A de C.V.,1280,Marcala,Varios,275,69 kg,Instituto Hondureño del Café,2022 / 2023,April 24 2023,Eliud Hernandez Gonzales,Catuai,Completed,Washed / Wet,7.67,7.58,7.5,7.5,7.58,7.5,10,10,10,7.5,0,82.83,0.1,Green,0,4,0,April 23 2024,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,2024-04-23,2023-04-24
#442273,Honduras,varias,AMNI-22-6011-2,Beneficio seco,13-167-471-2,Cafe Organico Marcala S.A de C.V.,1400,Marcala,comsa,260,69 kg,Instituto Hondureño del Café,2021 / 2022,August 17 2022,Eliud Hernandez Gonzales,Catuai,Completed,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0,83.25,0.113,Green,0,5,1,August 17 2023,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,2023-08-17,2022-08-17
#183019,Honduras,varias,AMNI-22-6011-1,Beneficio seco,13-167-471,Cafe Organico Marcala S.A de C.V.,1400,Marcala,comsa,260,69 kg,Instituto Hondureño del Café,2021 / 2022,August 17 2022,Eliud Hernandez Gonzales,SHG,Completed,Washed / Wet,7.75,7.67,7.58,7.58,7.58,7.67,10,10,10,7.67,0,83.5,0.11199999999999999,Green,0,5,1,August 17 2023,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,2023-08-17,2022-08-17
#176177,Honduras,La Cuchilla,8,Global Coffee,13-111-030,Mercon Honduras,1368,"Centro, Lagunetillas-Ajuterique, Comayagua",Jose Nahum Maldonado,345,30 kg,Instituto Hondureño del Café,2022 / 2023,April 25 2023,Comercial Internacional de Granos de Honduras SA de CV,Catuai,Completed,Washed / Wet,7.75,7.75,7.58,7.83,7.75,7.75,10,10,10,7.75,0,84.17,0.102,Green,0,2,0,April 24 2024,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,2024-04-24,2023-04-25
#748155,Honduras,La Cuchilla,36,Global Coffee,13-111-027,Mercon Honduras,1368,"Centro, Lagunetillas-Ajuterique, Comayagua",Jose Nahum Maldonado,340,69 kg,Instituto Hondureño del Café,2022 / 2023,April 25 2023,Comercial Internacional de Granos de Honduras SA de CV,Catuai,Completed,Washed / Wet,7.83,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,0,84.5,0.098,Green,0,3,0,April 24 2024,Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,2024-04-24,2023-04-25
#858598,Colombia,N / A,3-0068-00886,Trilladora Popayán,3-0068-00886,ECOM COLOMBIA,1700,Cauca,Regional producers,285,70 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2022 / 2023,February 22 2023,Raúl Vargas,Caturra,Completed,Washed / Wet,7.92,7.75,7.42,7.58,7.92,7.67,10,10,10,7.58,0,83.83,0.121,Green,2,5,5,February 22 2024,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,2024-02-22,2023-02-22
#329719,Colombia,La fortaleza,3-0104-00202 Popayán Supremo,Trilladora Pubenza,3-0104-00202,Cafe Colsuaves,1700,Popayán Cauca,La fortaleza,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2022,January 18 2023,pablo velosa,Caturra,Completed,Washed / Wet,7.75,7.75,7.5,7.58,7.83,7.5,10,10,10,7.58,0,83.5,0.122,Bluish-Green,0,2,0,January 18 2024,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,2024-01-18,2023-01-18
#449544,Colombia,EL PRADO,3-59-0654,NEIVA,3-59-0654,carcafe ltda,1650,HUILA,FRANKLIN DUSSAN,600,30 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2022 / 2023,January 13 2023,rodrigo amaya,Caturra,Completed,Washed / Wet,8,7.67,7.42,7.58,7.58,7.42,10,10,10,7.33,0,83,0.131,Bluish-Green,0,1,0,January 13 2024,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,2024-01-13,2023-01-13
#882894,Colombia,Huila,3-0960-00750,Sucafina Trilladora Neiva,CL-384,Sucafina Colombia SAS,1600,Huila,Sucafina Colombia,275,19250 kg,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,2021 / 2022,January 12 2023,Sucafina Colombia SAS,,Completed,Washed / Wet,7.75,7.67,7.67,7.75,7.75,7.75,10,10,10,7.75,0,84.08,0.11900000000000001,Green,0,0,0,January 12 2024,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,2024-01-12,2023-01-12
#208327,Vietnam,Gaia Farms,221221,Hulling Facility,,Brew Baby Coffee Company,1646,Lam Dong Province,Viet Coffee Company Limited,1,1 kg,Firedancer Coffee Consultants,2022 / 2023,April 10 2023,Rodney Murray,Catimor,Completed,Pulped natural / honey,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.33,0,81.83,0.11199999999999999,Green,0,4,0,April 9 2024,Firedancer Coffee Consultants,"165 Commerce Drive, Ste 103",Firedancer Coffee Consultants -,2024-04-09,2023-04-10
#274853,Colombia,,,,,Coffee Quality Institute,,,,1,1 kg,Barista and Coffee Academy of Asia,2022,September 26 2022,Coffee Quality Institute,,Completed,,7.83,7.75,7.5,7.58,7.67,7.67,10,10,10,7.67,0,83.67,0.124,Greenish,1,9,0,September 26 2023,Barista and Coffee Academy of Asia,"The Place Bldg., Tunasan, Muntinlupa City, Metro Manila \u200bPhilippines",Rosario Cruz - +63 995 344 5688,2023-09-26,2022-09-26
#829408,El Salvador,"Rosario de Maria II, Area de Loma Alta",0623C01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1400,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,March 8 2023,Roselia Yglesias,Bourbon,Completed,Natural / Dry,7.42,7.33,7.33,7.5,7.08,7,10,10,10,7.17,0,80.83,0.105,Bluish-Green,0,7,8,March 7 2024,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,2024-03-07,2023-03-08
#181854,El Salvador,"Rosario de Maria II, Area de Menjivar",0523B01,"Optimum Coffee, San Salvador, El Salvador",,Aprentium Enterprises LLC,1300,"Volcan Chinchontepek, San Vicente, El Salvador",Roselia Yglesias,1,2 kg,Salvadoran Coffee Council,2023,March 8 2023,Roselia Yglesias,Pacas,Completed,Natural / Dry,7.08,7.25,7.08,7.42,7.42,7.08,10,10,10,7,0,80.33,0.115,Bluish-Green,0,7,10,March 7 2024,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,2024-03-07,2023-03-08
#322731,El Salvador,Agua Caliente,Jan-74,Agua Caliente,09-392-144,Consejo Salvadoreño del Café,1200,Apaneca - Ilamatepec,"J.J. Borja Nathan, S.A.",275,69 kg,Salvadoran Coffee Council,2021 / 2022,July 7 2022,Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.33,7.67,7.25,7.67,7.83,7.42,10,10,10,7.17,0,82.33,0.11800000000000001,Bluish-Green,0,0,0,July 7 2023,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,2023-07-07,2022-07-07
#112317,El Salvador,Agua Caliente,Jan-26,Agua Caliente,9-392-35,Consejo Salvadoreño del Café,1200,Apaneca - Ilamatepec,"J.J. Borja Nathan, S.A.",600,30 kg,Salvadoran Coffee Council,2022 / 2023,February 21 2023,Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.5,7.5,7.42,7.42,7.42,7.67,10,10,10,7.42,0,82.33,0.12,Green,0,10,7,February 21 2024,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,2024-02-21,2023-02-21
#840458,El Salvador,Agua Caliente,Jan-26,Agua Caliente,9-392-35,Consejo Salvadoreño del Café,1200,Apaneca - Ilamatepec,"J.J. Borja Nathan, S.A.",600,30 kg,Salvadoran Coffee Council,2022 / 2023,March 3 2023,Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.67,7.33,7.17,7.67,7.83,7.5,10,10,10,7.33,0,82.5,0.113,Green,0,2,0,March 2 2024,Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,2024-03-02,2023-03-03
#955194,Madagascar,Mandroso,1,On the farm (mechanical huller and polisher / sorting by hand),,Vao Vao Sarl,1500,Itasy,Marc Dumont,5,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2022,December 12 2022,Marc Dumont,Bourbon,Completed,Washed / Wet,7.92,7.92,7.58,7.75,7.58,7.67,10,10,10,7.83,0,84.25,0.121,Blue-Green,0,0,0,December 12 2023,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,2023-12-12,2022-12-12
#847918,Indonesia,Wahana Graha Makmur,015/1686/057,PT. Wahana Graha Makmur Medan,,InterAmerican Coffee,1350,Sumatra,PT. Wahana Graha Makmur Group,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2022,August 22 2022,Charles Umeano,,Completed,Pulped natural / honey,7.67,7.33,7.25,7.67,7.42,7.25,10,10,10,7.42,0,82,0.125,Bluish-Green,0,0,0,August 22 2023,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,2023-08-22,2022-08-22
#119514,Colombia,COO,3-002-00883,Laumayer Armenia,,InterAmerican Coffee,1550,Huila,Cooperativa Central de Caficultores del Huila,275,70 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2022,July 27 2022,Charles Umeano,Caturra,Completed,Washed / Wet,7.67,7.83,7.58,7.92,7.67,7.67,10,10,10,7.67,0,84,0.133,Green,0,3,2,July 27 2023,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,2023-07-27,2022-07-27
#350205,Indonesia,PT Indo CafCo North Sumatera,016/1513/262,PT Indo CafCo,,InterAmerican Coffee,1200,Aceh Tengah,PT Indo CafCo North Sumatera,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2022,September 23 2022,Charles Umeano,Catimor,Completed,,7.83,7.92,7.75,7.83,7.83,7.83,10,10,10,7.83,0,84.83,0.11900000000000001,Bluish-Green,0,2,3,September 23 2023,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,2023-09-23,2022-09-23
#617945,Taiwan,東璧咖啡莊園,202203,yes,non,Dongbi coffee,1300,"Shibi, Gukeng Township, Yunlin County 郵遞區號 , Taiwan (R.O.C.)",陳景立,5,2 kg,Blossom Valley International宸嶧國際,2022,October 24 2022,Dongbi,Gesha,Completed,Natural / Dry,8,8.17,8,7.92,7.92,7.92,10,10,10,8.17,0,86.08,0.10300000000000001,yellow-green,0,0,0,October 24 2023,Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,2023-10-24,2022-10-24
#356700,Taiwan,永舜咖啡莊園,202203,yes,non,Yongshun,1250,"Caoling , Gukeng Township, Yunlin County",蘇甘永,50,2 kg,Blossom Valley International宸嶧國際,2022,October 24 2022,Yongshun,SL34,Completed,Washed / Wet,7.67,7.67,7.75,7.75,7.5,7.67,10,10,10,7.67,0,83.67,0.1,Bluish-Green,0,0,0,October 24 2023,Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,2023-10-24,2022-10-24
#814850,Taiwan,櫻桃果古坑咖啡莊園,202112,yes,non,宸嶧國際有限公司,1200,"Gukeng Township, Yunlin County",王瀅惠,8,1 kg,Blossom Valley International宸嶧國際,2021 / 2022,October 24 2022,王瀅惠,Gesha,Completed,Natural / Dry,8.08,8.17,7.75,7.92,7.83,8,10,10,10,8.17,0,85.92,0.11,brownish,0,1,0,October 24 2023,Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,2023-10-24,2022-10-24
#259403,Taiwan,皇庭咖啡莊園,202203,yes,non,宸嶧國際有限公司,850,"Caoling , Gukeng Township, Yunlin County",陳榮豐,20,1 kg,Blossom Valley International宸嶧國際,2017 / 2018,October 24 2022,CHEN RONG FENG,Gesha,Completed,Washed / Wet,7.75,7.92,7.75,8,7.83,7.92,10,10,10,8,0,85.17,0.10300000000000001,Bluish-Green,0,0,0,October 24 2023,Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,2023-10-24,2022-10-24
#409732,Ethiopia,TRACON TRADING PLC,712,5.2Ha,010/0148/0712,Tracon Trading PLC,1943,Ethiopia,TRACON TRADING PLC,584,30 kg,Blossom Valley International宸嶧國際,2021 / 2022,August 23 2022,李晓斐 LI XIAO FEI,Ethiopian Heirlooms,Completed,Washed / Wet,7.92,7.83,7.75,7.92,7.58,7.67,10,10,10,7.83,0,84.5,0.109,Green,0,9,0,August 23 2023,Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,2023-08-23,2022-08-23
#280845,Taiwan,嵩岳咖啡莊園,202203,yes,non,宸嶧國際有限公司,1200,"Shibi, Gukeng Township, Yunlin County 郵遞區號 , Taiwan (R.O.C.)",郭亮志,300,1 kg,Blossom Valley International宸嶧國際,2022,October 24 2022,郭亮志 GuoLiangZhi,Gesha,Completed,,7.67,7.5,7.42,7.75,7.42,7.58,10,10,10,7.58,0,82.92,0.102,yellow-green,0,0,0,October 24 2023,Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,2023-10-24,2022-10-24
#994915,Panama,La Santa,2-237-05,La Santa,2-237-05,Panamerican Coffee Trading,1200,Boquete,La Santa,200,30 kg,Specialty Coffee Association of Costa Rica,2022 / 2023,April 26 2023,Rodrigo Soto,Catuai,Completed,Washed / Wet,7.83,7.83,7.75,7.92,7.83,7.75,10,10,10,7.83,0,84.75,0.10300000000000001,Bluish-Green,0,5,1,April 25 2024,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,2024-04-25,2023-04-26
#594815,Costa Rica,San Diego Mill,S019194 - P04178,Dosmil,5-0015-0228,Beneficios Volcafé Costa Rica,1500,Corralillo Tarrazu,San Diego Mill,500,30 kg,Specialty Coffee Association of Costa Rica,2018 / 2019,March 29 2023,Volcafe Japan,Caturra,Completed,Washed / Wet,7.42,7.42,7.42,7.33,7.58,7.33,10,10,10,7.5,0,82,0.105,Green,1,8,2,March 28 2024,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,2024-03-28,2023-03-29
#793199,Costa Rica,HACIENDA SAN IGNACIO,OIC 5-019-0037/ Contenedor: DRYU3106597 / Cliente: O COFFEE,Beneficio La Giorgia,,Grupo ECOM,1200,occidente,FJO ORLICH HNO LTDA,100,69 kg,Specialty Coffee Association of Costa Rica,2022 / 2023,March 29 2023,Ruddy Azofeifa,Caturra,Completed,Washed / Wet,7.33,7.42,7.25,7.42,7.42,7.33,10,10,10,7.42,0,81.58,0.096999999999999989,Green,0,4,2,March 28 2024,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,2024-03-28,2023-03-29
#444508,Costa Rica,Gamboa Farm,12075,Beneficio Montañas del Diamante,5-0025-0131,CECA S.A.,1850,Tarrazu,Martin Gutierrez,260,69 kg,Specialty Coffee Association of Costa Rica,2022 / 2023,April 19 2023,Joselyn Morales Quesada,Caturra,Completed,Washed / Wet,7.58,7.83,7.5,7.67,7.83,7.67,10,10,10,8.58,0,84.67,0.1,Green,0,2,1,April 18 2024,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,2024-04-18,2023-04-19
#191702,Costa Rica,Gamboa Farm,12074,Beneficio Montañas del Diamante,5-0025-0130,CECA S.A.,1850,Tarrazu,Martin Gutierrez,320,69 kg,Specialty Coffee Association of Costa Rica,2022 / 2023,April 19 2023,Joselyn Morales Quesada,Caturra,Completed,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.75,10,10,10,7.67,0,83.33,0,Green,0,3,0,April 18 2024,Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,2024-04-18,2023-04-19
